ligand_pose	gauss1	gauss2	repulsion	hydrophobic	non_dir_h_bond	num_tors_div
ligand_pose_332	-1.5917	-3.6263	3.8127	-0.5989	-0.4666	0.0
ligand_pose_333	-1.8651	-3.8676	1.5388	-0.7351	-0.13	0.0
ligand_pose_334	-1.8784	-3.8777	0.7791	-0.8118	-0.0	0.0
ligand_pose_335	-1.777	-3.8627	1.796	-0.8163	-0.0	0.0
ligand_pose_336	-1.2244	-3.7156	2.4022	-0.4934	-0.0	0.0
ligand_pose_337	-2.2395	-4.0079	5.8652	-0.811	-0.3034	0.0
ligand_pose_338	-2.2299	-3.9019	5.9995	-0.7576	-0.3278	0.0
ligand_pose_339	-1.952	-3.9026	4.3806	-0.9286	-0.0	0.0
ligand_pose_340	-1.9613	-3.9096	3.9352	-0.9087	-0.0	0.0
ligand_pose_341	-1.7266	-3.8908	5.5243	-0.8255	-0.0835	0.0
ligand_pose_342	-2.0625	-3.9225	2.9975	-0.7845	-0.5486	0.0
ligand_pose_343	-1.7782	-3.8545	1.3087	-0.7174	-0.0	0.0
ligand_pose_344	-1.5673	-3.9741	1.1216	-0.7841	-0.0	0.0
ligand_pose_345	-2.0084	-3.9434	4.6369	-0.7845	-0.8026	0.0
ligand_pose_346	-1.7546	-3.8594	2.1734	-0.7174	-0.0364	0.0
ligand_pose_347	-1.2702	-3.7094	1.2962	-0.4922	-0.0	0.0
ligand_pose_348	-1.3929	-3.6411	4.0639	-0.4833	-0.0	0.0
ligand_pose_349	-1.8748	-3.9175	2.4924	-0.7183	-0.0477	0.0
ligand_pose_350	-1.4376	-4.0425	6.4586	-0.6695	-0.3667	0.0
ligand_pose_351	-1.2735	-3.9523	2.1552	-0.6865	-0.0	0.0
ligand_pose_352	-1.3176	-3.858	0.926	-0.6604	-0.0	0.0
ligand_pose_353	-1.4239	-3.7113	1.6118	-0.5998	-0.0	0.0
ligand_pose_354	-1.1881	-3.7853	0.8716	-0.6425	-0.0	0.0
ligand_pose_355	-1.1691	-3.6647	1.2272	-0.5891	-0.0	0.0
ligand_pose_356	-1.5781	-3.9699	1.1223	-0.7856	-0.0	0.0
ligand_pose_357	-1.9611	-3.7814	5.0632	-0.806	-0.0	0.0
ligand_pose_358	-1.5025	-3.9666	6.4498	-0.638	-0.8963	0.0
ligand_pose_359	-1.4284	-3.8542	4.5837	-0.6535	-0.7671	0.0
ligand_pose_360	-1.3399	-3.6398	3.9158	-0.6183	-0.7924	0.0
ligand_pose_361	-1.287	-3.505	2.5463	-0.5608	-0.672	0.0
ligand_pose_362	-1.8987	-3.7937	5.8387	-0.8231	-0.1736	0.0
ligand_pose_363	-1.7503	-3.8517	6.9605	-0.8233	-0.5695	0.0
ligand_pose_364	-1.9436	-3.9172	5.6391	-0.9238	-0.0	0.0
ligand_pose_365	-1.9661	-3.9561	4.6684	-0.9087	-0.0	0.0
ligand_pose_366	-1.8181	-3.9406	6.1506	-0.8295	-0.2154	0.0
ligand_pose_367	-1.795	-3.8729	6.3793	-0.7488	-0.5874	0.0
ligand_pose_368	-1.4104	-3.9284	7.4499	-0.7373	-0.9756	0.0
ligand_pose_369	-1.5926	-3.8018	4.7237	-0.7047	-0.9343	0.0
ligand_pose_370	-1.3539	-3.4307	2.626	-0.5911	-0.835	0.0
ligand_pose_371	-1.9517	-3.9195	5.5569	-0.9238	-0.0	0.0
ligand_pose_372	-1.971	-3.9554	4.6531	-0.9087	-0.0	0.0
ligand_pose_373	-1.8141	-3.9434	6.0872	-0.8295	-0.2197	0.0
ligand_pose_374	-1.3965	-3.6705	4.0663	-0.6255	-0.0	0.0
ligand_pose_375	-1.548	-3.7053	3.0069	-0.6436	-0.0	0.0
ligand_pose_376	-1.4031	-3.5853	2.1951	-0.6178	-0.0	0.0
ligand_pose_377	-1.6449	-3.7151	3.8747	-0.6292	-0.5384	0.0
ligand_pose_378	-1.4669	-3.5569	2.9281	-0.6023	-0.7057	0.0
ligand_pose_379	-1.4433	-4.0398	5.2679	-0.6699	-0.2565	0.0
ligand_pose_380	-1.2321	-3.9519	2.0694	-0.6869	-0.0	0.0
ligand_pose_381	-1.2574	-3.8509	1.2367	-0.6607	-0.0	0.0
ligand_pose_382	-1.4147	-3.708	1.8832	-0.6001	-0.0	0.0
ligand_pose_383	-1.12	-3.7786	0.8822	-0.6428	-0.0	0.0
ligand_pose_384	-1.0852	-3.6203	1.1521	-0.5895	-0.0	0.0
ligand_pose_385	-1.8651	-3.8174	8.059	-0.7363	-0.855	0.0
ligand_pose_386	-1.2703	-3.7153	1.3561	-0.3712	-0.0	0.0
ligand_pose_387	-1.1144	-3.705	0.9096	-0.3655	-0.0	0.0
ligand_pose_388	-1.8622	-3.857	4.0152	-0.8132	-0.0	0.0
ligand_pose_389	-1.9275	-3.8979	2.2922	-0.8118	-0.0	0.0
ligand_pose_390	-1.9575	-3.8966	3.0034	-0.7401	-0.1579	0.0
ligand_pose_391	-1.8223	-3.8387	7.4822	-0.6709	-0.0	0.0
ligand_pose_392	-1.6785	-3.738	3.868	-0.6545	-0.0	0.0
ligand_pose_393	-1.6883	-3.614	5.4848	-0.5847	-0.0	0.0
ligand_pose_394	-1.5691	-3.6301	2.6784	-0.6376	-0.0	0.0
ligand_pose_395	-1.6122	-3.8529	1.581	-0.7363	-0.0	0.0
ligand_pose_396	-1.7722	-3.8295	1.7329	-0.7073	-0.0	0.0
ligand_pose_397	-1.4299	-3.9653	6.4128	-0.7118	-0.3056	0.0
ligand_pose_398	-1.3057	-3.8782	2.2133	-0.7356	-0.0	0.0
ligand_pose_399	-1.442	-3.7881	0.6167	-0.68	-0.0	0.0
ligand_pose_400	-1.5777	-3.6912	1.4285	-0.5925	-0.0	0.0
ligand_pose_401	-1.5862	-3.6412	5.4709	-0.5053	-0.0	0.0
ligand_pose_402	-1.3859	-3.975	7.4849	-0.7224	-0.5874	0.0
ligand_pose_403	-1.4469	-3.8853	2.6357	-0.697	-0.4342	0.0
ligand_pose_404	-1.5665	-3.769	0.8742	-0.6426	-0.0842	0.0
ligand_pose_405	-1.5856	-3.654	1.6296	-0.5733	-0.0	0.0
ligand_pose_406	-1.4717	-3.6064	6.2925	-0.4853	-0.0	0.0
ligand_pose_407	-1.3778	-3.8338	3.3319	-0.6952	-0.0	0.0
ligand_pose_408	-1.4625	-3.7843	1.3839	-0.6734	-0.0	0.0
ligand_pose_409	-1.5809	-3.6947	1.4527	-0.5981	-0.0	0.0
ligand_pose_410	-1.3343	-3.653	0.7383	-0.6436	-0.0	0.0
ligand_pose_411	-1.353	-3.6377	0.7949	-0.6244	-0.2615	0.0
ligand_pose_412	-1.2651	-3.6166	1.5062	-0.627	-0.0	0.0
ligand_pose_413	-1.2115	-3.5271	1.4008	-0.6178	-0.0	0.0
ligand_pose_414	-1.2292	-3.5052	1.2318	-0.5956	-0.3816	0.0
ligand_pose_415	-1.1339	-3.6872	0.6762	-0.3655	-0.0	0.0
ligand_pose_416	-1.9248	-3.9105	4.8023	-0.9276	-0.0	0.0
ligand_pose_417	-1.9326	-3.9252	4.8458	-0.9087	-0.0247	0.0
ligand_pose_418	-1.7305	-3.8947	6.2213	-0.8254	-0.3312	0.0
ligand_pose_419	-2.0626	-3.9132	2.7561	-0.7849	-0.4464	0.0
ligand_pose_420	-1.7698	-3.8522	1.2033	-0.717	-0.0	0.0
ligand_pose_421	-1.7255	-3.8626	2.1846	-0.7725	-0.5874	0.0
ligand_pose_422	-1.5126	-3.6679	8.7198	-0.477	-0.0	0.0
ligand_pose_423	-1.6976	-3.8754	3.2165	-0.7729	-0.5874	0.0
ligand_pose_424	-2.2557	-3.9967	3.039	-0.8152	-0.2994	0.0
ligand_pose_425	-2.1973	-3.8659	4.5709	-0.7614	-0.4409	0.0
ligand_pose_426	-1.699	-3.849	2.056	-0.8161	-0.0	0.0
ligand_pose_427	-1.8482	-3.8648	0.8326	-0.8118	-0.0	0.0
ligand_pose_428	-1.8546	-3.8546	1.6084	-0.7351	-0.13	0.0
ligand_pose_429	-1.2951	-3.7289	8.1156	-0.2812	-0.0	0.0
ligand_pose_430	-1.7511	-3.8676	2.9472	-0.7166	-0.1444	0.0
ligand_pose_431	-1.8646	-3.8264	8.2818	-0.6706	-0.0124	0.0
ligand_pose_432	-1.7104	-3.7382	4.4892	-0.6537	-0.0	0.0
ligand_pose_433	-1.7508	-3.5998	6.3499	-0.5836	-0.0	0.0
ligand_pose_434	-1.5782	-3.6256	3.1748	-0.6368	-0.0	0.0
ligand_pose_435	-1.7992	-3.8528	1.4752	-0.7065	-0.0	0.0
ligand_pose_436	-1.6462	-3.8462	1.391	-0.7363	-0.0	0.0
ligand_pose_437	-1.4067	-3.9563	7.5745	-0.7223	-0.5874	0.0
ligand_pose_438	-1.5055	-3.8775	2.6126	-0.6964	-0.4342	0.0
ligand_pose_439	-1.6229	-3.7627	0.8297	-0.6422	-0.0842	0.0
ligand_pose_440	-1.5808	-3.6587	1.7793	-0.5724	-0.0	0.0
ligand_pose_441	-1.4257	-3.9726	6.759	-0.7118	-0.3056	0.0
ligand_pose_442	-1.3294	-3.8805	2.2439	-0.7356	-0.0	0.0
ligand_pose_443	-1.4744	-3.7945	0.5976	-0.68	-0.0	0.0
ligand_pose_444	-1.5699	-3.6941	1.5608	-0.5925	-0.0	0.0
ligand_pose_445	-1.5379	-3.6303	5.9068	-0.5053	-0.0	0.0
ligand_pose_446	-1.3648	-3.8589	3.5295	-0.6951	-0.0	0.0
ligand_pose_447	-1.4729	-3.7847	1.4006	-0.6738	-0.0	0.0
ligand_pose_448	-1.5839	-3.7086	1.4936	-0.5991	-0.0	0.0
ligand_pose_449	-1.9358	-3.8666	7.3805	-0.9306	-0.5874	0.0
ligand_pose_450	-1.4018	-3.6437	0.7967	-0.6242	-0.2615	0.0
ligand_pose_451	-1.3808	-3.6451	0.7383	-0.6436	-0.0	0.0
ligand_pose_452	-1.2618	-3.6294	1.5531	-0.6273	-0.0	0.0
ligand_pose_453	-1.9226	-3.8765	4.7527	-0.9087	-0.4996	0.0
ligand_pose_454	-1.2924	-3.5105	1.2334	-0.5954	-0.3816	0.0
ligand_pose_455	-1.27	-3.5322	1.4008	-0.6178	-0.0	0.0
ligand_pose_456	-1.7564	-3.8488	5.714	-0.8229	-0.0566	0.0
ligand_pose_457	-1.0054	-3.7454	4.2138	-0.3266	-0.0	0.0
ligand_pose_458	-1.1526	-3.7561	4.7518	-0.3468	-0.0	0.0
ligand_pose_459	-1.8971	-3.8625	3.3245	-0.7103	-0.0	0.0
ligand_pose_460	-1.7398	-3.8622	4.3974	-0.7363	-0.0	0.0
ligand_pose_461	-1.5227	-3.9706	8.3489	-0.7197	-0.5874	0.0
ligand_pose_462	-1.647	-3.9256	3.2332	-0.6987	-0.4545	0.0
ligand_pose_463	-1.7361	-3.8393	1.8739	-0.6441	-0.1057	0.0
ligand_pose_464	-1.4278	-3.9161	3.5046	-0.7356	-0.0	0.0
ligand_pose_465	-1.5653	-3.8176	1.8829	-0.68	-0.0	0.0
ligand_pose_466	-1.6255	-3.726	2.9036	-0.5925	-0.0	0.0
ligand_pose_467	-1.4958	-3.8856	4.6373	-0.6961	-0.0	0.0
ligand_pose_468	-1.5173	-3.8177	3.1578	-0.6725	-0.0	0.0
ligand_pose_469	-1.6393	-3.7342	3.5321	-0.5953	-0.0	0.0
ligand_pose_470	-1.8351	-3.5724	6.2835	-0.5173	-0.0	0.0
ligand_pose_471	-1.5409	-3.6913	1.4278	-0.6265	-0.2845	0.0
ligand_pose_472	-1.4859	-3.6733	1.1231	-0.6436	-0.0	0.0
ligand_pose_473	-1.3222	-3.6718	2.152	-0.6272	-0.0	0.0
ligand_pose_474	-1.4227	-3.5501	1.5682	-0.599	-0.4057	0.0
ligand_pose_475	-1.3684	-3.5467	1.4598	-0.6178	-0.0	0.0
ligand_pose_476	-1.4636	-3.968	6.3057	-0.6414	-0.6029	0.0
ligand_pose_477	-1.4146	-3.8656	4.6409	-0.6571	-0.5874	0.0
ligand_pose_478	-1.2753	-3.5171	3.2574	-0.5641	-0.5685	0.0
ligand_pose_479	-1.611	-3.842	2.1229	-0.7363	-0.0	0.0
ligand_pose_480	-1.7972	-3.8368	1.9937	-0.7079	-0.0	0.0
ligand_pose_481	-1.3806	-3.9817	6.4464	-0.7118	-0.3056	0.0
ligand_pose_482	-1.2609	-3.8978	2.4185	-0.7356	-0.0	0.0
ligand_pose_483	-1.4141	-3.7876	0.9018	-0.68	-0.0	0.0
ligand_pose_484	-1.5764	-3.6829	1.6955	-0.5925	-0.0	0.0
ligand_pose_485	-1.6217	-3.6049	5.4404	-0.5053	-0.0	0.0
ligand_pose_486	-1.3335	-3.8474	3.3558	-0.6952	-0.0	0.0
ligand_pose_487	-1.4103	-3.7837	1.5311	-0.6734	-0.0	0.0
ligand_pose_488	-1.5667	-3.6983	1.6916	-0.598	-0.0	0.0
ligand_pose_489	-1.3355	-3.9814	7.6378	-0.7217	-0.5874	0.0
ligand_pose_490	-1.4429	-3.8885	2.8083	-0.6968	-0.4296	0.0
ligand_pose_491	-1.5851	-3.7697	1.011	-0.6427	-0.0801	0.0
ligand_pose_492	-1.5648	-3.649	1.7991	-0.5741	-0.0	0.0
ligand_pose_493	-1.4557	-3.6072	6.6481	-0.4861	-0.0	0.0
ligand_pose_494	-1.3004	-3.663	0.7857	-0.6436	-0.0	0.0
ligand_pose_495	-1.2311	-3.6156	1.506	-0.627	-0.0	0.0
ligand_pose_496	-1.3719	-3.6488	0.8071	-0.6245	-0.2585	0.0
ligand_pose_497	-1.1852	-3.5194	1.4008	-0.6178	-0.0	0.0
ligand_pose_498	-1.245	-3.5075	1.2421	-0.5959	-0.3798	0.0
ligand_pose_499	-1.3924	-3.7234	2.6014	-0.5208	-0.0	0.0
ligand_pose_500	-1.2154	-3.7327	2.0123	-0.5085	-0.0	0.0
ligand_pose_501	-1.2744	-3.6718	2.6281	-0.4718	-0.0	0.0
ligand_pose_502	-1.4055	-3.6449	3.7159	-0.4843	-0.0	0.0
ligand_pose_503	-1.5454	-3.9725	1.127	-0.7856	-0.0	0.0
ligand_pose_504	-1.8687	-3.8256	8.0635	-0.6706	-0.0	0.0
ligand_pose_505	-1.7045	-3.7408	4.356	-0.6537	-0.0	0.0
ligand_pose_506	-1.7486	-3.6057	6.3131	-0.5836	-0.0	0.0
ligand_pose_507	-1.5798	-3.6217	3.1015	-0.6368	-0.0	0.0
ligand_pose_508	-1.2083	-3.8176	1.8788	-0.5011	-0.0	0.0
ligand_pose_509	-1.0645	-3.7504	3.7137	-0.3337	-0.0	0.0
ligand_pose_510	-1.7939	-3.9913	2.2745	-0.7948	-0.0	0.0
ligand_pose_511	-1.8176	-3.8107	4.7026	-0.6786	-0.0	0.0
ligand_pose_512	-1.6777	-3.7317	2.4761	-0.6624	-0.0	0.0
ligand_pose_513	-1.678	-3.6218	4.8349	-0.5909	-0.1177	0.0
ligand_pose_514	-1.5823	-3.587	2.0298	-0.6434	-0.0	0.0
ligand_pose_515	-1.0034	-3.7853	1.7477	-0.4933	-0.0	0.0
ligand_pose_516	-1.4266	-4.032	6.5214	-0.6677	-0.2761	0.0
ligand_pose_517	-1.2845	-3.9434	2.1503	-0.6849	-0.0	0.0
ligand_pose_518	-1.3409	-3.8628	0.9309	-0.6589	-0.0	0.0
ligand_pose_519	-1.4204	-3.7026	1.6784	-0.5983	-0.0	0.0
ligand_pose_520	-1.2022	-3.7964	0.8565	-0.6409	-0.0	0.0
ligand_pose_521	-1.1702	-3.6599	1.173	-0.5877	-0.0	0.0
ligand_pose_522	-1.0345	-3.7444	4.7012	-0.3266	-0.0	0.0
ligand_pose_523	-1.1915	-3.7499	4.8803	-0.347	-0.0	0.0
ligand_pose_524	-1.3439	-4.0138	6.6233	-0.658	-0.2734	0.0
ligand_pose_525	-1.223	-3.9465	2.1569	-0.6756	-0.0	0.0
ligand_pose_526	-1.2507	-3.838	0.9735	-0.65	-0.0	0.0
ligand_pose_527	-1.3677	-3.6545	1.5711	-0.5907	-0.0	0.0
ligand_pose_528	-1.1535	-3.7389	0.8963	-0.6325	-0.0	0.0
ligand_pose_529	-1.1329	-3.599	1.1905	-0.5785	-0.0	0.0
ligand_pose_530	-1.1941	-3.7569	5.8464	-0.3266	-0.0	0.0
ligand_pose_531	-1.3836	-4.0071	6.6003	-0.6598	-0.2533	0.0
ligand_pose_532	-1.2138	-3.9407	2.2159	-0.6772	-0.0	0.0
ligand_pose_533	-1.2462	-3.8301	0.9663	-0.6514	-0.0	0.0
ligand_pose_534	-1.3613	-3.6705	1.5791	-0.5925	-0.0	0.0
ligand_pose_535	-1.1586	-3.7472	0.8898	-0.6341	-0.0	0.0
ligand_pose_536	-1.1517	-3.5962	1.1915	-0.5802	-0.0	0.0
ligand_pose_537	-0.9796	-3.7914	1.7586	-0.4933	-0.0	0.0
ligand_pose_538	-1.8759	-3.753	6.2958	-0.8126	-0.5874	0.0
ligand_pose_539	-1.0417	-3.7294	3.7739	-0.3266	-0.0	0.0
ligand_pose_540	-1.1444	-3.7434	4.3828	-0.3461	-0.0	0.0
ligand_pose_541	-1.5177	-3.855	7.0116	-0.7356	-0.8037	0.0
ligand_pose_542	-1.4697	-3.9172	6.6378	-0.7367	-0.7361	0.0
ligand_pose_543	-1.6691	-3.8033	2.7407	-0.7027	-0.8675	0.0
ligand_pose_544	-1.7355	-3.6935	2.6058	-0.6418	-0.7368	0.0
ligand_pose_545	-1.6194	-3.555	6.2222	-0.57	-0.7688	0.0
ligand_pose_546	-1.4507	-3.4226	4.6105	-0.6178	-0.8274	0.0
ligand_pose_547	-1.5521	-3.5654	1.2617	-0.6219	-0.6052	0.0
ligand_pose_548	-1.4129	-3.4151	1.0791	-0.5893	-0.3852	0.0
ligand_pose_549	-1.2049	-3.6836	6.1812	-0.288	-0.0	0.0
ligand_pose_550	-1.7984	-3.841	1.6933	-0.7065	-0.0	0.0
ligand_pose_551	-1.6588	-3.8393	1.4298	-0.7363	-0.0	0.0
ligand_pose_552	-1.3926	-3.9557	7.8943	-0.7223	-0.5874	0.0
ligand_pose_553	-1.5249	-3.8796	2.6291	-0.6964	-0.4342	0.0
ligand_pose_554	-1.627	-3.7688	0.9335	-0.6422	-0.0842	0.0
ligand_pose_555	-1.5304	-3.6682	2.155	-0.5724	-0.0	0.0
ligand_pose_556	-1.3367	-3.8855	2.2607	-0.7356	-0.0	0.0
ligand_pose_557	-1.4834	-3.784	0.6361	-0.68	-0.0	0.0
ligand_pose_558	-1.5535	-3.6831	1.7276	-0.5925	-0.0	0.0
ligand_pose_559	-1.5145	-3.6298	6.1881	-0.5053	-0.0	0.0
ligand_pose_560	-1.3561	-3.8624	3.4143	-0.695	-0.0	0.0
ligand_pose_561	-1.4799	-3.7804	1.4035	-0.6737	-0.0	0.0
ligand_pose_562	-1.5912	-3.6878	1.4421	-0.5995	-0.0	0.0
ligand_pose_563	-1.4565	-3.6504	0.7998	-0.6242	-0.2615	0.0
ligand_pose_564	-1.3825	-3.654	0.7411	-0.6436	-0.0	0.0
ligand_pose_565	-1.2734	-3.6295	1.531	-0.6272	-0.0	0.0
ligand_pose_566	-1.354	-3.5268	1.2334	-0.5954	-0.3816	0.0
ligand_pose_567	-1.2809	-3.5367	1.4008	-0.6178	-0.0	0.0
ligand_pose_568	-1.1683	-3.703	1.1547	-0.3663	-0.0	0.0
ligand_pose_569	-1.7908	-3.8112	1.4935	-0.8177	-0.0	0.0
ligand_pose_570	-1.8602	-3.8408	0.6349	-0.8118	-0.0	0.0
ligand_pose_571	-1.7468	-3.8027	1.4022	-0.7324	-0.0998	0.0
ligand_pose_572	-1.1093	-3.6592	1.3009	-0.4909	-0.0	0.0
ligand_pose_573	-1.3602	-4.0063	5.6856	-0.6567	-0.2527	0.0
ligand_pose_574	-1.2258	-3.9455	1.9509	-0.6742	-0.0	0.0
ligand_pose_575	-1.1827	-3.8184	0.98	-0.6489	-0.0	0.0
ligand_pose_576	-1.3179	-3.6534	1.5782	-0.5902	-0.0	0.0
ligand_pose_577	-1.0826	-3.7315	0.9022	-0.6316	-0.0	0.0
ligand_pose_578	-1.0706	-3.579	1.1945	-0.5772	-0.0	0.0
ligand_pose_579	-1.1074	-3.6718	1.5525	-0.4909	-0.0	0.0
ligand_pose_580	-1.1337	-3.6928	0.8434	-0.3652	-0.0	0.0
ligand_pose_581	-1.2367	-3.6781	5.3956	-0.288	-0.0	0.0
ligand_pose_582	-1.2781	-3.7245	1.5841	-0.4916	-0.0	0.0
ligand_pose_583	-1.0241	-3.7738	1.7502	-0.4933	-0.0	0.0
ligand_pose_584	-1.3882	-3.9911	5.7605	-0.6598	-0.2525	0.0
ligand_pose_585	-1.207	-3.9218	1.9579	-0.6772	-0.0	0.0
ligand_pose_586	-1.1972	-3.8279	0.9663	-0.6514	-0.0	0.0
ligand_pose_587	-1.3152	-3.6578	1.5772	-0.5925	-0.0	0.0
ligand_pose_588	-1.1114	-3.7238	0.8882	-0.6341	-0.0	0.0
ligand_pose_589	-1.1155	-3.5768	1.1797	-0.5802	-0.0	0.0
ligand_pose_590	-1.6802	-3.7278	3.5757	-0.661	-0.0	0.0
ligand_pose_591	-1.5889	-3.6121	3.2241	-0.6423	-0.0	0.0
ligand_pose_592	-1.934	-3.8	4.8798	-0.8118	-0.5874	0.0
ligand_pose_593	-1.8471	-3.7643	1.777	-0.7305	-0.2611	0.0
ligand_pose_594	-1.8919	-3.7883	3.0911	-0.8181	-0.0	0.0
ligand_pose_595	-1.8184	-3.8413	2.6357	-0.8118	-0.3887	0.0
ligand_pose_596	-1.8229	-3.8038	2.5445	-0.7309	-0.4486	0.0
ligand_pose_597	-1.786	-3.8567	1.9316	-0.8155	-0.0	0.0
ligand_pose_598	-1.8839	-3.8846	1.0737	-0.8118	-0.0	0.0
ligand_pose_599	-1.8358	-3.8547	1.9327	-0.7359	-0.1258	0.0
ligand_pose_600	-2.1339	-4.0273	2.9511	-0.7883	-0.2599	0.0
ligand_pose_601	-1.8006	-3.9367	2.877	-0.7284	-0.0	0.0
ligand_pose_602	-1.6731	-3.7292	5.0395	-0.6567	-0.0	0.0
ligand_pose_603	-1.7086	-3.6035	6.1719	-0.5861	-0.0	0.0
ligand_pose_604	-1.5403	-3.6137	3.3168	-0.6393	-0.0	0.0
ligand_pose_605	-1.7916	-3.8535	1.9018	-0.8155	-0.0	0.0
ligand_pose_606	-1.8856	-3.8874	1.0792	-0.8118	-0.0	0.0
ligand_pose_607	-1.8366	-3.8527	1.8728	-0.7359	-0.1258	0.0
ligand_pose_608	-2.0628	-3.9657	3.0232	-0.8153	-0.501	0.0
ligand_pose_609	-1.9146	-3.8678	4.744	-0.7587	-0.7044	0.0
ligand_pose_610	-1.2806	-3.7184	5.7208	-0.4698	-0.0	0.0
ligand_pose_611	-1.2689	-3.7545	5.2493	-0.5085	-0.0	0.0
ligand_pose_612	-0.9963	-3.7752	1.8069	-0.4933	-0.0	0.0
ligand_pose_613	-1.3826	-3.8712	4.2936	-0.7356	-0.4195	0.0
ligand_pose_614	-1.3877	-3.9149	6.7508	-0.7347	-0.5874	0.0
ligand_pose_615	-1.5892	-3.826	3.0933	-0.7006	-0.6359	0.0
ligand_pose_616	-1.4886	-3.5825	2.1252	-0.6214	-0.5811	0.0
ligand_pose_617	-1.3246	-3.4374	1.7958	-0.5887	-0.4426	0.0
ligand_pose_618	-1.6176	-3.8875	1.114	-0.7746	-0.0	0.0
ligand_pose_619	-2.0362	-3.9681	2.1359	-0.8159	-0.2904	0.0
ligand_pose_620	-1.8557	-3.858	2.9638	-0.759	-0.4031	0.0
ligand_pose_621	-1.7192	-3.8666	2.4206	-0.717	-0.0	0.0
ligand_pose_622	-1.538	-3.9244	1.0662	-0.7799	-0.0	0.0
ligand_pose_623	-1.6795	-3.892	1.4782	-0.7755	-0.128	0.0
ligand_pose_624	-1.7059	-3.865	5.2248	-0.7012	-0.0	0.0
ligand_pose_625	-1.744	-3.8587	3.5944	-0.7363	-0.0	0.0
ligand_pose_626	-1.5501	-3.8626	4.1621	-0.6958	-0.0	0.0
ligand_pose_627	-1.5883	-3.8054	2.4804	-0.6717	-0.0	0.0
ligand_pose_628	-1.6786	-3.7216	2.8011	-0.5946	-0.0	0.0
ligand_pose_629	-1.8616	-3.5794	5.9237	-0.5162	-0.0	0.0
ligand_pose_630	-1.5764	-4.0057	6.9434	-0.7118	-0.3056	0.0
ligand_pose_631	-1.4751	-3.9138	2.7478	-0.7356	-0.0	0.0
ligand_pose_632	-1.5685	-3.8061	1.4245	-0.68	-0.0	0.0
ligand_pose_633	-1.6402	-3.7381	2.9768	-0.5925	-0.0	0.0
ligand_pose_634	-1.3871	-3.6641	1.7849	-0.627	-0.0	0.0
ligand_pose_635	-1.9054	-3.8674	3.7091	-0.7119	-0.0	0.0
ligand_pose_636	-1.4968	-3.6875	1.0022	-0.6436	-0.0	0.0
ligand_pose_637	-1.5247	-4.0006	7.9755	-0.7206	-0.5874	0.0
ligand_pose_638	-1.6157	-3.9352	3.178	-0.7002	-0.4499	0.0
ligand_pose_639	-1.709	-3.8381	2.0648	-0.6443	-0.1016	0.0
ligand_pose_640	-1.3612	-3.5511	1.5021	-0.6178	-0.0	0.0
ligand_pose_641	-1.5146	-3.6904	1.4416	-0.627	-0.2814	0.0
ligand_pose_642	-1.3954	-3.562	1.5299	-0.5996	-0.4039	0.0
ligand_pose_643	-1.4126	-3.6371	4.0959	-0.4845	-0.0	0.0
ligand_pose_644	-1.0455	-3.7139	1.8734	-0.5085	-0.0	0.0
ligand_pose_645	-1.2434	-3.6833	2.1523	-0.5181	-0.0	0.0
ligand_pose_646	-1.1271	-3.6512	2.4226	-0.4725	-0.0	0.0
ligand_pose_647	-1.7625	-3.807	1.7008	-0.8172	-0.0	0.0
ligand_pose_648	-1.8421	-3.8616	1.2823	-0.8118	-0.0	0.0
ligand_pose_649	-1.7966	-3.8249	1.8852	-0.7326	-0.2044	0.0
ligand_pose_650	-1.0841	-3.6692	1.2963	-0.491	-0.0	0.0
ligand_pose_651	-1.7426	-3.9843	1.2208	-0.791	-0.0	0.0
ligand_pose_652	-1.3384	-3.9555	5.6913	-0.6377	-0.3606	0.0
ligand_pose_653	-1.2764	-3.8638	2.6726	-0.6536	-0.4233	0.0
ligand_pose_654	-1.3103	-3.7288	2.7964	-0.6343	-0.5874	0.0
ligand_pose_655	-1.1728	-3.6269	1.6638	-0.6167	-0.3949	0.0
ligand_pose_656	-1.1399	-3.479	1.4167	-0.5595	-0.0431	0.0
ligand_pose_657	-1.3134	-3.7163	8.5934	-0.2803	-0.0	0.0
ligand_pose_658	-1.3466	-3.9678	5.7009	-0.6383	-0.2674	0.0
ligand_pose_659	-1.3395	-3.8711	2.6705	-0.6548	-0.1657	0.0
ligand_pose_660	-1.2561	-3.654	2.1421	-0.6177	-0.2847	0.0
ligand_pose_661	-1.1661	-3.5122	1.8766	-0.5606	-0.027	0.0
ligand_pose_662	-1.6522	-3.8284	1.4729	-0.7363	-0.0	0.0
ligand_pose_663	-1.8039	-3.8341	1.7368	-0.7065	-0.0	0.0
ligand_pose_664	-1.3532	-3.8564	3.3501	-0.6947	-0.0	0.0
ligand_pose_665	-1.4236	-3.7897	1.4713	-0.6735	-0.0	0.0
ligand_pose_666	-1.5917	-3.7164	1.4659	-0.5994	-0.0	0.0
ligand_pose_667	-1.4091	-3.9796	6.5097	-0.7118	-0.3056	0.0
ligand_pose_668	-1.3388	-3.8895	2.2204	-0.7356	-0.0	0.0
ligand_pose_669	-1.4815	-3.7814	0.5958	-0.68	-0.0	0.0
ligand_pose_670	-1.563	-3.6925	1.6094	-0.5925	-0.0	0.0
ligand_pose_671	-1.5327	-3.6207	5.9908	-0.5053	-0.0	0.0
