ligand_pose	Vdw
ligand_pose_920	2560.3674
ligand_pose_921	2953.7764
ligand_pose_922	3700.3469
ligand_pose_923	6682.3637
ligand_pose_924	47225.4921
ligand_pose_925	33864.0718
ligand_pose_926	-533.9485
ligand_pose_927	-482.4579
ligand_pose_928	3546.2583
ligand_pose_929	92267.0899
ligand_pose_930	964687.6775
ligand_pose_931	-356.3204
ligand_pose_932	12845.8759
ligand_pose_933	328.6017
ligand_pose_934	-668.4847
ligand_pose_935	-870.1876
ligand_pose_936	-500.0371
ligand_pose_937	3128.5865
ligand_pose_938	15297.9069
ligand_pose_939	36410.0778
ligand_pose_940	-693.8354
ligand_pose_941	-440.9444
ligand_pose_942	-954.5342
ligand_pose_943	20.8712
ligand_pose_944	5969158.4936
ligand_pose_945	327593658.5097
ligand_pose_946	498994.3513
ligand_pose_947	11971.5885
ligand_pose_948	21657.5287
ligand_pose_949	12383.5435
ligand_pose_950	6618.1517
ligand_pose_951	15400.7016
ligand_pose_952	-140.089
ligand_pose_953	-821.6947
ligand_pose_954	8431.606
ligand_pose_955	497.8146
ligand_pose_956	12608.0562
ligand_pose_957	1205.9395
ligand_pose_958	914.9732
ligand_pose_959	8566.2899
ligand_pose_960	-526.0911
ligand_pose_961	314120.6211
ligand_pose_962	8135365997.1525
ligand_pose_963	10682.4685
ligand_pose_964	1127.6256
ligand_pose_965	16601.1562
ligand_pose_966	291613.97
ligand_pose_967	3498.8387
ligand_pose_968	11809.6009
ligand_pose_969	2805.2467
ligand_pose_970	545161.8927
ligand_pose_971	72346.1705
ligand_pose_972	2250.5625
ligand_pose_973	49012.839
ligand_pose_974	-336.8132
ligand_pose_975	8500.4862
ligand_pose_976	324764594.508
ligand_pose_977	106712.329
ligand_pose_978	488931.1493
ligand_pose_979	9183.3276
ligand_pose_980	755.5475
ligand_pose_981	5017.5124
ligand_pose_982	10498.6249
ligand_pose_983	6155.258
ligand_pose_984	2249.6996
ligand_pose_985	7680.475
ligand_pose_986	273.7754
ligand_pose_987	525.8012
ligand_pose_988	103.6266
ligand_pose_989	1038.857
ligand_pose_990	14967.3905
ligand_pose_991	-442.6997
ligand_pose_992	2877.5532
ligand_pose_993	-827.5625
ligand_pose_994	-851.4822
ligand_pose_995	-794.6084
ligand_pose_996	-779.7022
ligand_pose_997	522.1165
ligand_pose_998	6436.4023
ligand_pose_999	15840.1364
ligand_pose_1000	-941.4586
ligand_pose_1001	-724.724
ligand_pose_1002	-967.2377
ligand_pose_1003	621300.6949
ligand_pose_1004	80216.601
ligand_pose_1005	1515.2484
ligand_pose_1006	2169.7302
ligand_pose_1007	39659.1351
ligand_pose_1008	1711482.8035
ligand_pose_1009	33957798.0265
ligand_pose_1010	56668.0768
ligand_pose_1011	16924.6943
ligand_pose_1012	-245.044
ligand_pose_1013	96199.457
ligand_pose_1014	8093.7094
ligand_pose_1015	977.2477
ligand_pose_1016	17368.5201
ligand_pose_1017	8364.6098
ligand_pose_1018	5423.9884
ligand_pose_1019	9808.4884
ligand_pose_1020	4111.823
ligand_pose_1021	19402.7191
ligand_pose_1022	359730.8389
ligand_pose_1023	218856.9024
ligand_pose_1024	89337.6858
ligand_pose_1025	1177060.9043
ligand_pose_1026	4536.3393
ligand_pose_1027	27496.2493
ligand_pose_1028	1110.1843
ligand_pose_1029	355.0254
ligand_pose_1030	-264.2808
ligand_pose_1031	-274.9539
ligand_pose_1032	9382.6793
ligand_pose_1033	269153.9993
ligand_pose_1034	-423.3281
ligand_pose_1035	-647.1693
ligand_pose_1036	8818.2149
ligand_pose_1037	413772.5499
ligand_pose_1038	13781.601
ligand_pose_1039	157297.3351
ligand_pose_1040	38882.6575
ligand_pose_1041	29074.9442
ligand_pose_1042	5924.2146
ligand_pose_1043	2488682.4535
ligand_pose_1044	581529.6669
ligand_pose_1045	6160.0815
ligand_pose_1046	20666.4273
ligand_pose_1047	-1.1462
ligand_pose_1048	-397.0479
ligand_pose_1049	177611.4789
ligand_pose_1050	188777.0461
ligand_pose_1051	2052032897.7743
ligand_pose_1052	9045.0441
ligand_pose_1053	1069600000.8438
ligand_pose_1054	889058747.9929
ligand_pose_1055	261418404.0575
ligand_pose_1056	9903.4396
ligand_pose_1057	42588.7307
ligand_pose_1058	1670771.7631
ligand_pose_1059	10162083.3084
ligand_pose_1060	1108696.1676
ligand_pose_1061	11124558.1837
ligand_pose_1062	12457.7036
ligand_pose_1063	164420.0839
ligand_pose_1064	441076.3532
ligand_pose_1065	83390.7485
ligand_pose_1066	7721.2468
ligand_pose_1067	6989.3597
ligand_pose_1068	281.1779
ligand_pose_1069	5057.5383
ligand_pose_1070	1733.2319
ligand_pose_1071	49.8342
ligand_pose_1072	-787.7845
ligand_pose_1073	280.9123
ligand_pose_1074	-665.5885
ligand_pose_1075	-858.0806
ligand_pose_1076	-659.3538
ligand_pose_1077	867.503
ligand_pose_1078	-986.7835
ligand_pose_1079	-1006.4768
ligand_pose_1080	1744.6249
ligand_pose_1081	-301.5653
ligand_pose_1082	-915.2642
ligand_pose_1083	-965.8926
ligand_pose_1084	-697.8741
ligand_pose_1085	1889.7359
ligand_pose_1086	85482.89
ligand_pose_1087	-925.737
ligand_pose_1088	-1000.9974
ligand_pose_1089	13981.562
ligand_pose_1090	-191.3902
ligand_pose_1091	41301.9774
ligand_pose_1092	23933.287
ligand_pose_1093	10881.796
ligand_pose_1094	303094.6615
ligand_pose_1095	17707.3432
ligand_pose_1096	2514.2663
ligand_pose_1097	6758.3168
ligand_pose_1098	293541.3292
ligand_pose_1099	11147036.1605
ligand_pose_1100	35042.0004
ligand_pose_1101	1310.6571
ligand_pose_1102	-642.3365
ligand_pose_1103	1078.7898
ligand_pose_1104	7947.8322
ligand_pose_1105	21755.8398
ligand_pose_1106	208305.6067
ligand_pose_1107	8020.3103
ligand_pose_1108	-224.0633
ligand_pose_1109	1462.4714
ligand_pose_1110	1015.3758
ligand_pose_1111	-651.4728
ligand_pose_1112	-816.225
ligand_pose_1113	-746.1067
ligand_pose_1114	-733.4039
ligand_pose_1115	-566.8368
ligand_pose_1116	1175.6028
ligand_pose_1117	-987.6747
ligand_pose_1118	-1015.0254
ligand_pose_1119	2263.4264
ligand_pose_1120	1109.3021
ligand_pose_1121	-942.5616
ligand_pose_1122	-900.1093
ligand_pose_1123	568.1233
ligand_pose_1124	67083.6509
ligand_pose_1125	29326595.8254
ligand_pose_1126	-121.5887
ligand_pose_1127	-694.3111
ligand_pose_1128	69728.9779
ligand_pose_1129	6328.9296
ligand_pose_1130	13860.9743
ligand_pose_1131	-935.7372
ligand_pose_1132	-754.5397
ligand_pose_1133	6453.567
ligand_pose_1134	668256.15
ligand_pose_1135	141292377.0899
ligand_pose_1136	544.4405
ligand_pose_1137	-655.8498
ligand_pose_1138	225.9018
ligand_pose_1139	99940.8749
ligand_pose_1140	4109.7369
ligand_pose_1141	-98.8585
ligand_pose_1142	-837.2344
ligand_pose_1143	-922.5834
ligand_pose_1144	-771.1143
ligand_pose_1145	2744.7973
ligand_pose_1146	129076.6064
ligand_pose_1147	-939.8907
ligand_pose_1148	-998.4595
ligand_pose_1149	9759.7995
ligand_pose_1150	577986.138
ligand_pose_1151	103580.8332
ligand_pose_1152	-862.578
ligand_pose_1153	-214.3946
ligand_pose_1154	9469.4849
ligand_pose_1155	469839.0534
ligand_pose_1156	80281091.4138
ligand_pose_1157	321.1061
ligand_pose_1158	-723.632
ligand_pose_1159	103839.1228
ligand_pose_1160	133392.1522
ligand_pose_1161	2065046372.8732
ligand_pose_1162	11773682.5444
ligand_pose_1163	38806.2753
ligand_pose_1164	748027.3847
ligand_pose_1165	37043887.0531
ligand_pose_1166	26391633.3489
ligand_pose_1167	368132.9337
ligand_pose_1168	1760074.9196
ligand_pose_1169	23347.8276
ligand_pose_1170	30916.644
ligand_pose_1171	6376.5808
ligand_pose_1172	1832.2841
ligand_pose_1173	2189.7263
ligand_pose_1174	617.1511
ligand_pose_1175	10325.4388
ligand_pose_1176	268052.1328
ligand_pose_1177	-443.6532
ligand_pose_1178	-789.2806
ligand_pose_1179	159322.7077
ligand_pose_1180	2086.0111
ligand_pose_1181	-543.9619
ligand_pose_1182	203163.8421
ligand_pose_1183	19316.6247
ligand_pose_1184	573918.5786
ligand_pose_1185	15900.2887
ligand_pose_1186	-677.1533
ligand_pose_1187	190621.503
ligand_pose_1188	542869.9727
ligand_pose_1189	33132.6907
ligand_pose_1190	4143907223.4667
ligand_pose_1191	16810.854
ligand_pose_1192	23635.4177
ligand_pose_1193	9122.4057
ligand_pose_1194	1440.9315
ligand_pose_1195	-797.4023
ligand_pose_1196	225.3536
ligand_pose_1197	10802.171
ligand_pose_1198	1259522.4695
ligand_pose_1199	895.5581
ligand_pose_1200	717.2802
ligand_pose_1201	3190.254
ligand_pose_1202	-419.3342
ligand_pose_1203	-173.6146
ligand_pose_1204	4084.7986
ligand_pose_1205	95244.5116
ligand_pose_1206	10086.4797
ligand_pose_1207	-899.821
ligand_pose_1208	-659.2424
ligand_pose_1209	2048.043
ligand_pose_1210	88530.6102
ligand_pose_1211	4470292.0083
ligand_pose_1212	-511.4502
ligand_pose_1213	-952.5193
ligand_pose_1214	7896.7041
ligand_pose_1215	1152.4687
ligand_pose_1216	-885.5297
ligand_pose_1217	-819.5623
ligand_pose_1218	-284.4768
ligand_pose_1219	466.5222
ligand_pose_1220	1975.6788
ligand_pose_1221	-875.377
ligand_pose_1222	-1003.8928
ligand_pose_1223	1905259971988.5684
ligand_pose_1224	-848.5805
ligand_pose_1225	1429.7867
ligand_pose_1226	-735.1212
ligand_pose_1227	374718.3615
ligand_pose_1228	174662661140.7719
ligand_pose_1229	101400391.4682
ligand_pose_1230	233620.9933
ligand_pose_1231	1743812.1807
ligand_pose_1232	8615192.3395
ligand_pose_1233	757814.1551
ligand_pose_1234	48594.8293
ligand_pose_1235	1845800.0617
ligand_pose_1236	42895.3052
ligand_pose_1237	12182.731
ligand_pose_1238	993.1768
ligand_pose_1239	-724.7675
ligand_pose_1240	-757.1602
ligand_pose_1241	-12.0685
ligand_pose_1242	42681.8053
ligand_pose_1243	9264736.3227
ligand_pose_1244	-644.5165
ligand_pose_1245	-825.2087
ligand_pose_1246	6969.9323
ligand_pose_1247	316819224.3416
ligand_pose_1248	3434708.4362
ligand_pose_1249	511213.6626
ligand_pose_1250	265438.5796
ligand_pose_1251	1034055.1729
ligand_pose_1252	183444.0673
ligand_pose_1253	9962.7927
ligand_pose_1254	4234.5011
ligand_pose_1255	41829.3572
ligand_pose_1256	23716.9761
ligand_pose_1257	4080.1304
ligand_pose_1258	2129.913
ligand_pose_1259	512.9669
ligand_pose_1260	1532.8962
ligand_pose_1261	4399.2197
ligand_pose_1262	12441.8652
ligand_pose_1263	2718.2475
ligand_pose_1264	-694.9014
ligand_pose_1265	-612.6321
ligand_pose_1266	-645.5945
ligand_pose_1267	-512.5141
ligand_pose_1268	-150.4117
ligand_pose_1269	-13.8961
ligand_pose_1270	1438.9619
ligand_pose_1271	-881.813
ligand_pose_1272	-867.3694
ligand_pose_1273	-1002.5034
ligand_pose_1274	27043.6276
ligand_pose_1275	45269.3688
ligand_pose_1276	21105.7442
ligand_pose_1277	7733945.8771
ligand_pose_1278	6058281.1194
ligand_pose_1279	235405.642
ligand_pose_1280	16473.461
ligand_pose_1281	343410.0609
ligand_pose_1282	24122216.6809
ligand_pose_1283	53299802.5802
ligand_pose_1284	9830.7151
ligand_pose_1285	1166.0256
ligand_pose_1286	483.6925
ligand_pose_1287	77745385.9562
ligand_pose_1288	155875.6772
ligand_pose_1289	298095.1163
ligand_pose_1290	8662.9114
ligand_pose_1291	132027.7092
ligand_pose_1292	1462582825.3394
ligand_pose_1293	9515545.8286
ligand_pose_1294	25312.1346
ligand_pose_1295	4686.356
ligand_pose_1296	4551.7488
ligand_pose_1297	40155.988
ligand_pose_1298	-678.9151
ligand_pose_1299	714115.9995
ligand_pose_1300	15568.3329
ligand_pose_1301	736501.145
ligand_pose_1302	-775.341
ligand_pose_1303	965.3048
ligand_pose_1304	177819.432
ligand_pose_1305	33.2026
ligand_pose_1306	13733.6978
ligand_pose_1307	2876.1692
ligand_pose_1308	615123.6919
ligand_pose_1309	4345785.2189
ligand_pose_1310	7001805.1364
ligand_pose_1311	263832.8044
ligand_pose_1312	1405540.3348
ligand_pose_1313	292974.1685
ligand_pose_1314	15222.274
ligand_pose_1315	49110.0303
ligand_pose_1316	6860.4079
ligand_pose_1317	6064.6832
ligand_pose_1318	2177.865
ligand_pose_1319	-460.0086
ligand_pose_1320	3997.3124
ligand_pose_1321	-93.0239
ligand_pose_1322	53.918
ligand_pose_1323	4983.8194
ligand_pose_1324	20242.7736
ligand_pose_1325	15944.3518
ligand_pose_1326	-645.8627
ligand_pose_1327	1958.4534
ligand_pose_1328	-867.9641
ligand_pose_1329	-857.1689
ligand_pose_1330	-664.248
ligand_pose_1331	-108.6729
ligand_pose_1332	248.8783
ligand_pose_1333	3457.4199
ligand_pose_1334	-819.9056
ligand_pose_1335	-995.0676
ligand_pose_1336	4102.2926
ligand_pose_1337	1453659.6095
ligand_pose_1338	42265.4546
ligand_pose_1339	1355.8263
ligand_pose_1340	173856.6901
ligand_pose_1341	21486.4164
ligand_pose_1342	-983.9781
ligand_pose_1343	-865.1863
ligand_pose_1344	885.4688
ligand_pose_1345	25793.7239
ligand_pose_1346	437476.6823
ligand_pose_1347	-345.0415
ligand_pose_1348	-696.6789
ligand_pose_1349	54648.7407
ligand_pose_1350	714.8904
ligand_pose_1351	-321.6191
ligand_pose_1352	-165.1012
ligand_pose_1353	-795.3894
ligand_pose_1354	-437.9075
ligand_pose_1355	12714.2895
ligand_pose_1356	405871.0342
ligand_pose_1357	-506.2226
ligand_pose_1358	-769.8295
ligand_pose_1359	281451.5452
ligand_pose_1360	39627.5962
ligand_pose_1361	26120.8227
ligand_pose_1362	936.3524
ligand_pose_1363	271002.6518
ligand_pose_1364	60156.2458
ligand_pose_1365	282901.6508
ligand_pose_1366	37620.9089
ligand_pose_1367	3378.0443
ligand_pose_1368	-253.7175
ligand_pose_1369	2184.3539
ligand_pose_1370	-257.7097
ligand_pose_1371	305.0935
ligand_pose_1372	66365.4933
ligand_pose_1373	94374.7402
ligand_pose_1374	7058.3869
ligand_pose_1375	69025677.2218
ligand_pose_1376	471657.6792
ligand_pose_1377	216761.407
ligand_pose_1378	10440.4793
ligand_pose_1379	5654.7431
ligand_pose_1380	1104.8551
ligand_pose_1381	4833.8364
ligand_pose_1382	155.1817
ligand_pose_1383	761.6451
ligand_pose_1384	4905.387
ligand_pose_1385	368389.4875
ligand_pose_1386	16919.3789
ligand_pose_1387	-835.2001
ligand_pose_1388	2310.1333
ligand_pose_1389	1283549.565
ligand_pose_1390	548239941791.5151
ligand_pose_1391	125.3399
ligand_pose_1392	6526.7616
ligand_pose_1393	85247.5815
ligand_pose_1394	211284857.9467
ligand_pose_1395	23579.4804
ligand_pose_1396	361091977.0485
ligand_pose_1397	4786.8748
ligand_pose_1398	59699.2047
ligand_pose_1399	1180997.3033
ligand_pose_1400	1577383.9036
ligand_pose_1401	109780.8835
ligand_pose_1402	42946.1272
ligand_pose_1403	5377.4544
ligand_pose_1404	20649.4767
ligand_pose_1405	3790.3567
ligand_pose_1406	84.4746
ligand_pose_1407	2400.6819
ligand_pose_1408	17457.8612
ligand_pose_1409	13645.6007
ligand_pose_1410	500.182
ligand_pose_1411	-790.1398
ligand_pose_1412	-57.8839
ligand_pose_1413	-885.8823
ligand_pose_1414	-880.6328
ligand_pose_1415	-540.7477
ligand_pose_1416	17.1253
ligand_pose_1417	2132.1822
ligand_pose_1418	-940.9541
ligand_pose_1419	-883.9348
ligand_pose_1420	-997.5948
ligand_pose_1421	130431.3617
ligand_pose_1422	43993.5937
ligand_pose_1423	814.0866
ligand_pose_1424	417.1449
ligand_pose_1425	4841.5821
ligand_pose_1426	105670.8067
ligand_pose_1427	2483143.4836
ligand_pose_1428	-36.9947
ligand_pose_1429	-706.7522
ligand_pose_1430	2672748.7088
ligand_pose_1431	38990.1638
ligand_pose_1432	5836.2112
ligand_pose_1433	1681.3081
ligand_pose_1434	-851.0768
ligand_pose_1435	15797.4939
ligand_pose_1436	105797.8054
ligand_pose_1437	-491.4436
ligand_pose_1438	-864.4013
ligand_pose_1439	5102.0238
ligand_pose_1440	1339.2879
ligand_pose_1441	3468069.002
ligand_pose_1442	7434.1535
ligand_pose_1443	2763.742
ligand_pose_1444	19825.1256
ligand_pose_1445	1271507.6026
ligand_pose_1446	7642.174
ligand_pose_1447	2348.2197
ligand_pose_1448	4860.5512
ligand_pose_1449	-371.0662
ligand_pose_1450	3437.923
ligand_pose_1451	726607.1318
ligand_pose_1452	25034.7013
ligand_pose_1453	1797.7264
ligand_pose_1454	1833.0391
ligand_pose_1455	489.1835
ligand_pose_1456	8522.7415
ligand_pose_1457	259877.1416
ligand_pose_1458	-527.8916
ligand_pose_1459	-796.0692
ligand_pose_1460	285500.4175
ligand_pose_1461	1355818.7467
ligand_pose_1462	484236.716
ligand_pose_1463	4453.4226
ligand_pose_1464	24315.3446
ligand_pose_1465	21388.2287
ligand_pose_1466	13360.8124
ligand_pose_1467	270353.1325
ligand_pose_1468	275.5192
ligand_pose_1469	-760.4443
ligand_pose_1470	27.5168
ligand_pose_1471	5924.8884
ligand_pose_1472	26732.5446
ligand_pose_1473	333057207.2058
ligand_pose_1474	952908.0428
ligand_pose_1475	41439133.5865
ligand_pose_1476	16850859.8708
ligand_pose_1477	212558.7341
ligand_pose_1478	5125.1745
ligand_pose_1479	1072.0853
ligand_pose_1480	12914.0172
ligand_pose_1481	-84.2974
ligand_pose_1482	78260.2646
ligand_pose_1483	2533.9865
ligand_pose_1484	-981.5377
ligand_pose_1485	-925.6361
ligand_pose_1486	-128.0647
ligand_pose_1487	16158.6753
ligand_pose_1488	423026.1924
ligand_pose_1489	-350.8478
ligand_pose_1490	-705.6097
ligand_pose_1491	-673.8196
ligand_pose_1492	23786.9513
ligand_pose_1493	2993954.2033
ligand_pose_1494	9297.1711
ligand_pose_1495	8477.5656
ligand_pose_1496	25.4405
ligand_pose_1497	39976.4457
ligand_pose_1498	39178.1714
ligand_pose_1499	-984.8719
ligand_pose_1500	-757.2344
ligand_pose_1501	6224.9421
ligand_pose_1502	330792.9756
ligand_pose_1503	8268897.357
ligand_pose_1504	91.9204
ligand_pose_1505	-697.4967
ligand_pose_1506	106029875.5089
ligand_pose_1507	49454342.1323
ligand_pose_1508	1246.7773
ligand_pose_1509	12070.817
ligand_pose_1510	393951.0059
ligand_pose_1511	3921965.2893
ligand_pose_1512	1308178.7241
ligand_pose_1513	5967.8891
ligand_pose_1514	-133.2785
ligand_pose_1515	37730079.7373
ligand_pose_1516	5110487083.6677
ligand_pose_1517	421354.6146
ligand_pose_1518	34975.0888
ligand_pose_1519	2633330.5463
ligand_pose_1520	3611330.442
ligand_pose_1521	60759.9073
ligand_pose_1522	9890.2981
ligand_pose_1523	32867.8678
ligand_pose_1524	42348.5608
ligand_pose_1525	2920.245
ligand_pose_1526	1551.0161
ligand_pose_1527	9602.5344
ligand_pose_1528	13855.0592
ligand_pose_1529	6177.6519
ligand_pose_1530	26892.8169
ligand_pose_1531	142.3934
ligand_pose_1532	98.4191
ligand_pose_1533	-144.7743
ligand_pose_1534	73.1771
ligand_pose_1535	4875.3728
ligand_pose_1536	30426.606
ligand_pose_1537	15.5416
ligand_pose_1538	-361.1294
ligand_pose_1539	-473.5372
ligand_pose_1540	-474.4949
ligand_pose_1541	-580.4661
ligand_pose_1542	1796.6648
ligand_pose_1543	39303.6544
ligand_pose_1544	866153.3988
ligand_pose_1545	-488.2512
ligand_pose_1546	229167.4469
ligand_pose_1547	21106.9149
ligand_pose_1548	-817.864
ligand_pose_1549	-940.4188
ligand_pose_1550	3013.437
ligand_pose_1551	336.87
ligand_pose_1552	145756.8307
ligand_pose_1553	31424.7133
ligand_pose_1554	2715.479
ligand_pose_1555	-762.589
ligand_pose_1556	-125.1386
ligand_pose_1557	415172.3064
ligand_pose_1558	5891.9227
ligand_pose_1559	-877.8497
ligand_pose_1560	37012.6466
ligand_pose_1561	16543.5733
ligand_pose_1562	206614.9841
ligand_pose_1563	4978.3948
ligand_pose_1564	4479.0305
ligand_pose_1565	46484.2316
ligand_pose_1566	4205167.1174
ligand_pose_1567	950.0409
ligand_pose_1568	587.8093
ligand_pose_1569	-548.169
ligand_pose_1570	2119.3922
ligand_pose_1571	24508.7455
ligand_pose_1572	25216.193
ligand_pose_1573	4234.3551
ligand_pose_1574	21691.5813
ligand_pose_1575	446.6756
ligand_pose_1576	3247.6999
ligand_pose_1577	105942.8925
ligand_pose_1578	63951856.3348
ligand_pose_1579	821.445
ligand_pose_1580	-380.5496
ligand_pose_1581	140404554.7784
ligand_pose_1582	892758.7977
ligand_pose_1583	8667.1976
ligand_pose_1584	490773.5849
ligand_pose_1585	222221.4713
ligand_pose_1586	397655.8927
ligand_pose_1587	10613.1909
ligand_pose_1588	34699.7361
ligand_pose_1589	103653.144
ligand_pose_1590	80890.9233
ligand_pose_1591	4969.9792
ligand_pose_1592	1915.9924
ligand_pose_1593	3719784.2788
ligand_pose_1594	-850.803
ligand_pose_1595	92105.0505
ligand_pose_1596	2772.619
ligand_pose_1597	2385.0341
ligand_pose_1598	-720.0161
ligand_pose_1599	89383.8252
ligand_pose_1600	-224.0577
ligand_pose_1601	102373.5367
ligand_pose_1602	8753.2726
ligand_pose_1603	13166121.5172
ligand_pose_1604	7959.9695
ligand_pose_1605	-162.5743
ligand_pose_1606	3011621.4148
ligand_pose_1607	160154.8425
ligand_pose_1608	412742.8405
ligand_pose_1609	26950.7306
ligand_pose_1610	6581.5012
ligand_pose_1611	1993.3505
ligand_pose_1612	10296.1203
ligand_pose_1613	17954.6136
ligand_pose_1614	11676.3349
ligand_pose_1615	94427.3862
ligand_pose_1616	1066402.1858
ligand_pose_1617	1506.787
ligand_pose_1618	83120.8847
ligand_pose_1619	8712.479
ligand_pose_1620	131311.7887
ligand_pose_1621	7087.4172
ligand_pose_1622	6307.2537
ligand_pose_1623	867.9642
ligand_pose_1624	-380.851
ligand_pose_1625	-839.1207
ligand_pose_1626	-651.6017
ligand_pose_1627	1707.7799
ligand_pose_1628	19813.2364
ligand_pose_1629	-931.1579
ligand_pose_1630	-999.0616
ligand_pose_1631	51244.2208
ligand_pose_1632	26297.8762
ligand_pose_1633	-474.8525
ligand_pose_1634	-496.7843
ligand_pose_1635	3867.3536
ligand_pose_1636	120976.771
ligand_pose_1637	1695164.2922
ligand_pose_1638	-275.9016
ligand_pose_1639	-818.2775
ligand_pose_1640	597.414
ligand_pose_1641	201025.5121
ligand_pose_1642	26235.3816
ligand_pose_1643	1313.9665
ligand_pose_1644	-785.6934
ligand_pose_1645	-752.4857
ligand_pose_1646	-696.32
ligand_pose_1647	819.2081
ligand_pose_1648	35910.4394
ligand_pose_1649	-942.458
ligand_pose_1650	-1000.7421
ligand_pose_1651	811261.5208
ligand_pose_1652	92664513336.7739
ligand_pose_1653	140952.1898
ligand_pose_1654	68278.8162
ligand_pose_1655	4167590.0737
ligand_pose_1656	3631.3529
ligand_pose_1657	139.7102
ligand_pose_1658	-234.3636
ligand_pose_1659	2232.612
ligand_pose_1660	19723.7788
ligand_pose_1661	35736.7674
ligand_pose_1662	500.6809
ligand_pose_1663	6007.6803
ligand_pose_1664	14308.0974
ligand_pose_1665	6046.1505
ligand_pose_1666	553.1134
ligand_pose_1667	129.5225
ligand_pose_1668	-33.1358
ligand_pose_1669	-357.4332
ligand_pose_1670	-453.6588
ligand_pose_1671	-174.0169
ligand_pose_1672	-386.6283
ligand_pose_1673	-232.5173
ligand_pose_1674	-526.8686
ligand_pose_1675	-421.0762
ligand_pose_1676	-501.6993
ligand_pose_1677	-533.4144
ligand_pose_1678	315910.7573
ligand_pose_1679	3646470.4438
ligand_pose_1680	-498.1228
ligand_pose_1681	-553.091
ligand_pose_1682	-865.8648
ligand_pose_1683	-753.2704
ligand_pose_1684	-635.8948
ligand_pose_1685	2846.9879
ligand_pose_1686	2689.2414
ligand_pose_1687	-945.3349
ligand_pose_1688	2681306978.5753
ligand_pose_1689	160680677.4385
ligand_pose_1690	354609.6033
ligand_pose_1691	3524021.5698
ligand_pose_1692	4344548049.291
ligand_pose_1693	2703579583.0483
ligand_pose_1694	2233764.8965
ligand_pose_1695	13014966.8656
ligand_pose_1696	50618.4604
ligand_pose_1697	56036.2679
ligand_pose_1698	1692.4247
ligand_pose_1699	-186.9659
ligand_pose_1700	-502.8752
ligand_pose_1701	-853.3116
ligand_pose_1702	-892.5192
ligand_pose_1703	-597.6897
ligand_pose_1704	-991.1867
ligand_pose_1705	-998.6058
ligand_pose_1706	-431.6351
ligand_pose_1707	-700.4608
ligand_pose_1708	8985.5387
ligand_pose_1709	64710.8493
ligand_pose_1710	-70.6035
ligand_pose_1711	64922333772.1634
ligand_pose_1712	4875093.0935
ligand_pose_1713	111.5258
ligand_pose_1714	3485.3891
ligand_pose_1715	17293.619
ligand_pose_1716	30267.6231
ligand_pose_1717	457748.0399
ligand_pose_1718	276.939
ligand_pose_1719	-350.0816
ligand_pose_1720	17.4548
ligand_pose_1721	-115.1533
ligand_pose_1722	1980279.1358
ligand_pose_1723	-650.2924
ligand_pose_1724	-873.3258
ligand_pose_1725	180605.7962
ligand_pose_1726	218612.3446
ligand_pose_1727	88897.163
ligand_pose_1728	168610.9989
ligand_pose_1729	-686.9819
ligand_pose_1730	200031.62
ligand_pose_1731	4399.045
ligand_pose_1732	1890.26
ligand_pose_1733	-588.0341
ligand_pose_1734	15688.2266
ligand_pose_1735	32093.9637
ligand_pose_1736	-486.6727
ligand_pose_1737	14328.2705
ligand_pose_1738	7337.3648
ligand_pose_1739	595.836
ligand_pose_1740	-936.8216
ligand_pose_1741	-955.4574
ligand_pose_1742	-567.4723
ligand_pose_1743	3600.2087
ligand_pose_1744	51505.6428
ligand_pose_1745	-915.2919
ligand_pose_1746	-1001.1042
ligand_pose_1747	778.3207
ligand_pose_1748	16946.7163
ligand_pose_1749	253.9503
ligand_pose_1750	16119.9591
ligand_pose_1751	-661.3843
ligand_pose_1752	1551496388784.4915
ligand_pose_1753	661615750422.914
ligand_pose_1754	9807.3793
ligand_pose_1755	410421.968
ligand_pose_1756	7858942.4702
ligand_pose_1757	2711739.8541
ligand_pose_1758	65424.9836
ligand_pose_1759	20240.0297
ligand_pose_1760	-517.9707
ligand_pose_1761	1302.5735
ligand_pose_1762	10471.9861
ligand_pose_1763	-904.4365
ligand_pose_1764	125437503.6973
ligand_pose_1765	2968306.6157
ligand_pose_1766	912.3461
ligand_pose_1767	-752.2487
ligand_pose_1768	33393929.2644
ligand_pose_1769	740652.2579
ligand_pose_1770	1076.8092
ligand_pose_1771	212.7294
ligand_pose_1772	9710.2464
ligand_pose_1773	49399.7048
ligand_pose_1774	34608.9883
ligand_pose_1775	-644.8459
ligand_pose_1776	-883.9138
ligand_pose_1777	529757.419
ligand_pose_1778	20811.4045
ligand_pose_1779	735.6729
ligand_pose_1780	379.8898
ligand_pose_1781	7727.9781
ligand_pose_1782	211994.3584
ligand_pose_1783	5529389.4036
ligand_pose_1784	8495.2417
ligand_pose_1785	2735.3835
ligand_pose_1786	-826.5339
ligand_pose_1787	-956.4572
ligand_pose_1788	-872.91
ligand_pose_1789	116.0406
ligand_pose_1790	-419.3518
ligand_pose_1791	153121.3637
ligand_pose_1792	-859.0691
ligand_pose_1793	139898.6857
ligand_pose_1794	87554.2291
ligand_pose_1795	3126.7513
ligand_pose_1796	27095.0179
ligand_pose_1797	63825.1068
ligand_pose_1798	376992.0073
ligand_pose_1799	3193635023.6494
ligand_pose_1800	1878329.134
