ligand_pose	Vdw
ligand_pose_1801	-285.2204
ligand_pose_1802	1311.9051
ligand_pose_1803	10573.6727
ligand_pose_1804	24217.16
ligand_pose_1805	306530.8315
ligand_pose_1806	128.948
ligand_pose_1807	-326.1186
ligand_pose_1808	31593.8854
ligand_pose_1809	38875.2673
ligand_pose_1810	1492171631.3154
ligand_pose_1811	221832640.9709
ligand_pose_1812	1432063432.0135
ligand_pose_1813	6070505.9727
ligand_pose_1814	1361.3705
ligand_pose_1815	776.5291
ligand_pose_1816	41206.7049
ligand_pose_1817	2041118.4753
ligand_pose_1818	11129073.5942
ligand_pose_1819	795706.0536
ligand_pose_1820	103140.7977
ligand_pose_1821	241639.0959
ligand_pose_1822	46305.424
ligand_pose_1823	1922.8554
ligand_pose_1824	-628.7055
ligand_pose_1825	-678.0727
ligand_pose_1826	11784.5956
ligand_pose_1827	-60.9322
ligand_pose_1828	-327.7181
ligand_pose_1829	-852.5934
ligand_pose_1830	-974.5488
ligand_pose_1831	-909.1533
ligand_pose_1832	-371.5359
ligand_pose_1833	-614.005
ligand_pose_1834	-960.5238
ligand_pose_1835	-1014.3992
ligand_pose_1836	-1018.1992
ligand_pose_1837	9716.8238
ligand_pose_1838	2132.4899
ligand_pose_1839	18981.8587
ligand_pose_1840	2852.1712
ligand_pose_1841	-123.3916
ligand_pose_1842	12230.4269
ligand_pose_1843	335228.2716
ligand_pose_1844	-499.7344
ligand_pose_1845	-780.9681
ligand_pose_1846	10870.494
ligand_pose_1847	3404510787.0195
ligand_pose_1848	30838717.6152
ligand_pose_1849	36921.0568
ligand_pose_1850	2337091.7427
ligand_pose_1851	24715698.4976
ligand_pose_1852	2016221.6242
ligand_pose_1853	453982.1352
ligand_pose_1854	349350.8192
ligand_pose_1855	4625.5549
ligand_pose_1856	11787441.8504
ligand_pose_1857	1539.6451
ligand_pose_1858	-772.9988
ligand_pose_1859	10563.8407
ligand_pose_1860	299398.6986
ligand_pose_1861	-386.9042
ligand_pose_1862	-897.5942
ligand_pose_1863	4464.7217
ligand_pose_1864	18939.0784
ligand_pose_1865	1668367.0188
ligand_pose_1866	6369.1835
ligand_pose_1867	8920.0023
ligand_pose_1868	18.2468
ligand_pose_1869	-883.1502
ligand_pose_1870	-953.584
ligand_pose_1871	-303.3475
ligand_pose_1872	16246.7418
ligand_pose_1873	462032.4254
ligand_pose_1874	-405.0852
ligand_pose_1875	-735.9214
ligand_pose_1876	2289118.3589
ligand_pose_1877	169338.6156
ligand_pose_1878	57803.2753
ligand_pose_1879	38370.7901
ligand_pose_1880	5311.5216
ligand_pose_1881	27774.9761
ligand_pose_1882	1470717.4564
ligand_pose_1883	-189.215
ligand_pose_1884	-741.8038
ligand_pose_1885	8794.5458
ligand_pose_1886	-270.0126
ligand_pose_1887	27344.3333
ligand_pose_1888	57270.6239
ligand_pose_1889	185526.5306
ligand_pose_1890	10359.2125
ligand_pose_1891	16898.0129
ligand_pose_1892	3567.4053
ligand_pose_1893	244.7459
ligand_pose_1894	9228.0342
ligand_pose_1895	266149.1503
ligand_pose_1896	-546.4652
ligand_pose_1897	-816.2533
ligand_pose_1898	45008565.3545
ligand_pose_1899	1646.111
ligand_pose_1900	1138.3444
ligand_pose_1901	210.5158
ligand_pose_1902	18.1695
ligand_pose_1903	-119.4133
ligand_pose_1904	6966.3539
ligand_pose_1905	2494.3109
ligand_pose_1906	11614.0748
ligand_pose_1907	-443.8517
ligand_pose_1908	45630.0106
ligand_pose_1909	9759.6206
ligand_pose_1910	-474.9519
ligand_pose_1911	21874.9427
ligand_pose_1912	-711.3972
ligand_pose_1913	2419.2804
ligand_pose_1914	4346.4235
ligand_pose_1915	253.3025
ligand_pose_1916	-937.3748
ligand_pose_1917	-950.8141
ligand_pose_1918	-620.875
ligand_pose_1919	3406.6545
ligand_pose_1920	96042.1146
ligand_pose_1921	-905.5702
ligand_pose_1922	-994.8299
ligand_pose_1923	1744.8502
ligand_pose_1924	47196.7161
ligand_pose_1925	10264.8395
ligand_pose_1926	17854.7981
ligand_pose_1927	2132.9483
ligand_pose_1928	235.1166
ligand_pose_1929	32957.3728
ligand_pose_1930	31772.5376
ligand_pose_1931	5312.4933
ligand_pose_1932	460.7754
ligand_pose_1933	12282.7432
ligand_pose_1934	497454.2053
ligand_pose_1935	17157077.5561
ligand_pose_1936	352261.4615
ligand_pose_1937	2095.1192
ligand_pose_1938	26868.0659
ligand_pose_1939	226.2504
ligand_pose_1940	-323.2066
ligand_pose_1941	2323.5977
ligand_pose_1942	6366.5419
ligand_pose_1943	15388.812
ligand_pose_1944	230620.9006
ligand_pose_1945	3151.3688
ligand_pose_1946	520.8519
ligand_pose_1947	-240.7308
ligand_pose_1948	-810.4112
ligand_pose_1949	-882.0808
ligand_pose_1950	-921.6617
ligand_pose_1951	-900.8821
ligand_pose_1952	-652.1753
ligand_pose_1953	722.5205
ligand_pose_1954	-999.1426
ligand_pose_1955	-1011.7471
ligand_pose_1956	7886.0181
ligand_pose_1957	1519.3751
ligand_pose_1958	-467.9233
ligand_pose_1959	-952.3695
ligand_pose_1960	198113.9902
ligand_pose_1961	4398.9229
ligand_pose_1962	-191.0209
ligand_pose_1963	-694.2316
ligand_pose_1964	48451937354.5798
ligand_pose_1965	138640422.4359
ligand_pose_1966	4853.8622
ligand_pose_1967	74816.4066
ligand_pose_1968	205126.0468
ligand_pose_1969	59476.4888
ligand_pose_1970	308291.7619
ligand_pose_1971	1724.8062
ligand_pose_1972	-716.0514
ligand_pose_1973	746.5377
ligand_pose_1974	1823.0668
ligand_pose_1975	-706.9627
ligand_pose_1976	-421.8081
ligand_pose_1977	-884.704
ligand_pose_1978	-979.0764
ligand_pose_1979	-845.3762
ligand_pose_1980	435.5595
ligand_pose_1981	-1014.6261
ligand_pose_1982	-1019.1464
ligand_pose_1983	17710.0645
ligand_pose_1984	-353.1483
ligand_pose_1985	2136.4952
ligand_pose_1986	-368.2811
ligand_pose_1987	-840.3611
ligand_pose_1988	-826.899
ligand_pose_1989	-434.6576
ligand_pose_1990	7770.7427
ligand_pose_1991	302883.9728
ligand_pose_1992	-451.4017
ligand_pose_1993	-667.4815
ligand_pose_1994	23513.0005
ligand_pose_1995	-129.5251
ligand_pose_1996	10038431.4054
ligand_pose_1997	23965.1811
ligand_pose_1998	2926.5683
ligand_pose_1999	909330.3885
ligand_pose_2000	41565.5986
ligand_pose_2001	4671670.2573
ligand_pose_2002	-980.5525
ligand_pose_2003	104658.3826
ligand_pose_2004	220.0802
ligand_pose_2005	31146.0227
ligand_pose_2006	6736.3693
ligand_pose_2007	2326.9134
ligand_pose_2008	957925.5836
ligand_pose_2009	29499.1383
ligand_pose_2010	61946496.2781
ligand_pose_2011	10099244698.7717
ligand_pose_2012	6070217.092
ligand_pose_2013	16364.481
ligand_pose_2014	28436643.4473
ligand_pose_2015	45883.0562
ligand_pose_2016	15354.522
ligand_pose_2017	90273.8042
ligand_pose_2018	814603.4346
ligand_pose_2019	678165.2103
ligand_pose_2020	1838.5053
ligand_pose_2021	21891.6287
ligand_pose_2022	130302.7567
ligand_pose_2023	88570.382
ligand_pose_2024	16577.5752
ligand_pose_2025	8400.9127
ligand_pose_2026	1679.4885
ligand_pose_2027	772.8233
ligand_pose_2028	-222.2393
ligand_pose_2029	-656.2847
ligand_pose_2030	-545.7178
ligand_pose_2031	1431.5724
ligand_pose_2032	2603.1188
ligand_pose_2033	-428.6081
ligand_pose_2034	-972.1224
ligand_pose_2035	-592.1742
ligand_pose_2036	-1007.1126
ligand_pose_2037	2285.729
ligand_pose_2038	430409391.5878
ligand_pose_2039	1707165.7056
ligand_pose_2040	32740913846.5206
ligand_pose_2041	431782673.3318
ligand_pose_2042	464816.3844
ligand_pose_2043	5642.9346
ligand_pose_2044	1324.1135
ligand_pose_2045	22164.3342
ligand_pose_2046	21.8254
ligand_pose_2047	204392959.2036
ligand_pose_2048	3500890.3126
ligand_pose_2049	523727.5249
ligand_pose_2050	13307.091
ligand_pose_2051	99981.5576
ligand_pose_2052	5948901.0654
ligand_pose_2053	100176772.567
ligand_pose_2054	32840.9653
ligand_pose_2055	4624.8053
ligand_pose_2056	183.6827
ligand_pose_2057	7871.735
ligand_pose_2058	169957.5716
ligand_pose_2059	5966.2256
ligand_pose_2060	1082.6963
ligand_pose_2061	-574.6023
ligand_pose_2062	-605.9931
ligand_pose_2063	-268.1734
ligand_pose_2064	306.9284
ligand_pose_2065	-942.5957
ligand_pose_2066	-900.5906
ligand_pose_2067	32367.1269
ligand_pose_2068	-446.305
ligand_pose_2069	1826.5809
ligand_pose_2070	11942.3864
ligand_pose_2071	-357.9424
ligand_pose_2072	22081.6263
ligand_pose_2073	17483.841
ligand_pose_2074	176184.4742
ligand_pose_2075	2246.4139
ligand_pose_2076	214721.587
ligand_pose_2077	4108.5163
ligand_pose_2078	-207.3364
ligand_pose_2079	1853.7664
ligand_pose_2080	143724.685
ligand_pose_2081	-253.6007
ligand_pose_2082	473.7471
ligand_pose_2083	-762.3929
ligand_pose_2084	-982.5021
ligand_pose_2085	-824.8158
ligand_pose_2086	1256.8836
ligand_pose_2087	-864.1345
ligand_pose_2088	4288.5935
ligand_pose_2089	-913.5012
ligand_pose_2090	1078029.792
ligand_pose_2091	-871.6799
ligand_pose_2092	-969.8086
ligand_pose_2093	-815.0086
ligand_pose_2094	-652.1844
ligand_pose_2095	-551.5372
ligand_pose_2096	18289.8415
ligand_pose_2097	132238.3094
ligand_pose_2098	49152.7103
ligand_pose_2099	204.3274
ligand_pose_2100	1104.1012
ligand_pose_2101	2336.449
ligand_pose_2102	-648.5125
ligand_pose_2103	-733.4299
ligand_pose_2104	-771.0294
ligand_pose_2105	-732.0862
ligand_pose_2106	-147.5112
ligand_pose_2107	-746.9371
ligand_pose_2108	-819.1326
ligand_pose_2109	-695.5724
ligand_pose_2110	2447.8645
ligand_pose_2111	282673.682
ligand_pose_2112	-154.6581
ligand_pose_2113	-620.1261
ligand_pose_2114	-398.4857
ligand_pose_2115	-406.8257
ligand_pose_2116	-513.8328
ligand_pose_2117	-853.8932
ligand_pose_2118	-827.1311
ligand_pose_2119	-786.5573
ligand_pose_2120	-842.3236
ligand_pose_2121	-854.1598
ligand_pose_2122	-751.0816
ligand_pose_2123	221087.8743
ligand_pose_2124	-527.3947
ligand_pose_2125	11468.6301
ligand_pose_2126	-173.4227
ligand_pose_2127	-737.7927
ligand_pose_2128	-504.7104
ligand_pose_2129	776513.6889
ligand_pose_2130	-856.738
ligand_pose_2131	-672.2673
ligand_pose_2132	22673563276.3401
ligand_pose_2133	49499687.8029
ligand_pose_2134	5024.3834
ligand_pose_2135	58472.4495
ligand_pose_2136	109634.7875
ligand_pose_2137	30765.2482
ligand_pose_2138	308084.5358
ligand_pose_2139	872.3112
ligand_pose_2140	-769.3123
ligand_pose_2141	258597.2104
ligand_pose_2142	8447296.9691
ligand_pose_2143	9598.1824
ligand_pose_2144	1783.9537
ligand_pose_2145	-115.8493
ligand_pose_2146	-642.9806
ligand_pose_2147	-405.2875
ligand_pose_2148	4273.4593
ligand_pose_2149	30344.2468
ligand_pose_2150	-895.2395
ligand_pose_2151	-988.9682
ligand_pose_2152	15378.614
ligand_pose_2153	5716066.5311
ligand_pose_2154	24968.5992
ligand_pose_2155	-830.0049
ligand_pose_2156	316.2519
ligand_pose_2157	-485.9329
ligand_pose_2158	-771.6682
ligand_pose_2159	-239.9471
ligand_pose_2160	8162.3785
ligand_pose_2161	-799.0888
ligand_pose_2162	1625374.3449
ligand_pose_2163	1260.3054
ligand_pose_2164	-303.2169
ligand_pose_2165	2690.1057
ligand_pose_2166	-902.2702
ligand_pose_2167	2089562.5556
ligand_pose_2168	1357.7715
ligand_pose_2169	-764.8758
ligand_pose_2170	850572.7705
ligand_pose_2171	4820.8832
ligand_pose_2172	-181.1961
ligand_pose_2173	4477.6436
ligand_pose_2174	2188.1753
ligand_pose_2175	111087.4495
ligand_pose_2176	-1005.6938
ligand_pose_2177	-1007.7182
ligand_pose_2178	-997.0559
ligand_pose_2179	1409690.0459
ligand_pose_2180	12418.273
ligand_pose_2181	-451.1945
ligand_pose_2182	-292.1338
ligand_pose_2183	678.5685
ligand_pose_2184	15440.5994
ligand_pose_2185	1260037.6944
ligand_pose_2186	-297.8901
ligand_pose_2187	-540.7858
ligand_pose_2188	-789.467
ligand_pose_2189	707394821.8808
ligand_pose_2190	9071704.722
ligand_pose_2191	-75.7881
ligand_pose_2192	7804.971
ligand_pose_2193	51169.8931
ligand_pose_2194	57268.8523
ligand_pose_2195	283756.441
ligand_pose_2196	393.9905
ligand_pose_2197	-756.4461
ligand_pose_2198	-898.4146
ligand_pose_2199	451912.1599
ligand_pose_2200	23460.7925
ligand_pose_2201	4525.7879
ligand_pose_2202	449963.6281
ligand_pose_2203	-37.8073
ligand_pose_2204	90389.4776
ligand_pose_2205	338755.5282
ligand_pose_2206	1333.4552
ligand_pose_2207	10600.2482
ligand_pose_2208	324027.0339
ligand_pose_2209	378620407.6753
ligand_pose_2210	301713679835791.2
ligand_pose_2211	85736.7155
ligand_pose_2212	6666.4789
ligand_pose_2213	363698.8256
ligand_pose_2214	16709.1671
ligand_pose_2215	-970.5593
ligand_pose_2216	-718.25
ligand_pose_2217	7769.1947
ligand_pose_2218	3398.2763
ligand_pose_2219	55936.312
ligand_pose_2220	1086984.9859
ligand_pose_2221	7433.4
ligand_pose_2222	-223.6576
ligand_pose_2223	180656.0896
ligand_pose_2224	4569.1837
ligand_pose_2225	-180.7149
ligand_pose_2226	10654.8607
ligand_pose_2227	30206.8724
ligand_pose_2228	5619.2706
ligand_pose_2229	635166.978
ligand_pose_2230	200716.8492
ligand_pose_2231	5580.7934
ligand_pose_2232	4058.5291
ligand_pose_2233	220166.7818
ligand_pose_2234	9570025.7527
ligand_pose_2235	1017189.3693
ligand_pose_2236	1844.9123
ligand_pose_2237	-614.7274
ligand_pose_2238	4631.8905
ligand_pose_2239	118049.3276
ligand_pose_2240	952961.9713
ligand_pose_2241	10766776.1286
ligand_pose_2242	-236.1553
ligand_pose_2243	1412351.7431
ligand_pose_2244	8519.7691
ligand_pose_2245	163949.0835
ligand_pose_2246	241.927
ligand_pose_2247	-797.3096
ligand_pose_2248	61.2909
ligand_pose_2249	15404.2937
ligand_pose_2250	549188.1097
ligand_pose_2251	11988325.0955
ligand_pose_2252	1087.7259
ligand_pose_2253	-407.4298
ligand_pose_2254	-506.8928
ligand_pose_2255	10659.0239
ligand_pose_2256	3530.1361
ligand_pose_2257	2308.7674
ligand_pose_2258	-773.9176
ligand_pose_2259	4959.9286
ligand_pose_2260	384.3871
ligand_pose_2261	-657.101
ligand_pose_2262	69000.4384
ligand_pose_2263	-543.1792
ligand_pose_2264	-930.2197
ligand_pose_2265	9106.9174
ligand_pose_2266	-444.458
ligand_pose_2267	-777.0242
ligand_pose_2268	-880.2098
ligand_pose_2269	523650.4455
ligand_pose_2270	6092.0213
ligand_pose_2271	-435.262
ligand_pose_2272	-400.4896
ligand_pose_2273	-328.0552
ligand_pose_2274	-354.7389
ligand_pose_2275	-272.3179
ligand_pose_2276	-523.6793
ligand_pose_2277	-530.5965
ligand_pose_2278	3198697.6545
ligand_pose_2279	105195.8962
ligand_pose_2280	280540.1301
ligand_pose_2281	10218.1512
ligand_pose_2282	2221.6647
ligand_pose_2283	-334.3541
ligand_pose_2284	-509.844
ligand_pose_2285	-324.6524
ligand_pose_2286	524.755
ligand_pose_2287	-817.2224
ligand_pose_2288	13513.3534
ligand_pose_2289	35199.4992
ligand_pose_2290	560.003
ligand_pose_2291	-204.6652
ligand_pose_2292	301813264.8529
ligand_pose_2293	499991.0776
ligand_pose_2294	8771824.8011
ligand_pose_2295	500189.0317
ligand_pose_2296	16136.913
ligand_pose_2297	11349.8723
ligand_pose_2298	11934.461
ligand_pose_2299	834.095
ligand_pose_2300	-704.2149
ligand_pose_2301	5.6301
ligand_pose_2302	271.1388
ligand_pose_2303	101447.3307
ligand_pose_2304	7896.333
ligand_pose_2305	1638.4101
ligand_pose_2306	-819.802
ligand_pose_2307	81940.7766
ligand_pose_2308	13062.9181
ligand_pose_2309	34539.8274
ligand_pose_2310	7533.2847
ligand_pose_2311	778.3151
ligand_pose_2312	19535.9738
ligand_pose_2313	548455.8172
ligand_pose_2314	-387.6954
ligand_pose_2315	-753.9742
ligand_pose_2316	243.9428
ligand_pose_2317	-550.0911
ligand_pose_2318	21510.1083
ligand_pose_2319	288062.5301
ligand_pose_2320	-316.2252
ligand_pose_2321	-636.6332
ligand_pose_2322	2813.1086
ligand_pose_2323	10894.0245
ligand_pose_2324	5566.5243
ligand_pose_2325	627029.604
ligand_pose_2326	8976.197
ligand_pose_2327	272655.0442
ligand_pose_2328	4718.1971
ligand_pose_2329	-189.3798
ligand_pose_2330	-510.2954
ligand_pose_2331	578.5093
ligand_pose_2332	-422.1913
ligand_pose_2333	514.558
ligand_pose_2334	25106.5109
ligand_pose_2335	1254.154
ligand_pose_2336	-732.7337
ligand_pose_2337	13736.3404
ligand_pose_2338	-751.839
ligand_pose_2339	-971.0838
ligand_pose_2340	12639.1908
ligand_pose_2341	244161.7709
ligand_pose_2342	-810.2243
ligand_pose_2343	1174.6651
ligand_pose_2344	-442.8128
ligand_pose_2345	1188599.0466
ligand_pose_2346	517270.3319
ligand_pose_2347	1616.2806
ligand_pose_2348	14075.7922
ligand_pose_2349	85015.8665
ligand_pose_2350	110372.287
ligand_pose_2351	1010902.6691
ligand_pose_2352	721054.9967
ligand_pose_2353	5740.7508
ligand_pose_2354	1044951.6631
ligand_pose_2355	533.2266
ligand_pose_2356	-494.4138
ligand_pose_2357	5745.8609
ligand_pose_2358	126093.7692
ligand_pose_2359	19278613.4654
ligand_pose_2360	2405947336305.8813
ligand_pose_2361	1228423.1943
ligand_pose_2362	12883.6167
ligand_pose_2363	42872.9619
ligand_pose_2364	710.949
ligand_pose_2365	-903.5432
ligand_pose_2366	-586.6618
ligand_pose_2367	8639.4441
ligand_pose_2368	1107320.6595
ligand_pose_2369	1486819930.3365
ligand_pose_2370	1163.016
ligand_pose_2371	-707.8434
ligand_pose_2372	4361951.2323
ligand_pose_2373	1252.9223
ligand_pose_2374	3340.2313
ligand_pose_2375	-84.9892
ligand_pose_2376	32116413.6903
ligand_pose_2377	247020.7186
ligand_pose_2378	3584.8607
ligand_pose_2379	3043794.3506
ligand_pose_2380	484713.7189
ligand_pose_2381	18031.4174
ligand_pose_2382	700.2299
ligand_pose_2383	288.2498
ligand_pose_2384	136.7911
ligand_pose_2385	1218.9416
ligand_pose_2386	-150.335
ligand_pose_2387	-719.4399
ligand_pose_2388	42.5876
ligand_pose_2389	25556.7446
ligand_pose_2390	970813.7618
ligand_pose_2391	159551.4777
ligand_pose_2392	-658.5147
ligand_pose_2393	-144.4272
ligand_pose_2394	107265.7133
ligand_pose_2395	-653.656
ligand_pose_2396	-796.5784
ligand_pose_2397	47.0404
ligand_pose_2398	14331.7798
ligand_pose_2399	367024.2706
ligand_pose_2400	257792887.9459
ligand_pose_2401	871.6633
ligand_pose_2402	-692.0125
ligand_pose_2403	3494.5546
ligand_pose_2404	496.9271
ligand_pose_2405	-944.0203
ligand_pose_2406	-821.7076
ligand_pose_2407	-358.8657
ligand_pose_2408	7782.433
ligand_pose_2409	308473.4958
ligand_pose_2410	-575.0863
ligand_pose_2411	-822.465
ligand_pose_2412	220.7453
ligand_pose_2413	-643.2916
ligand_pose_2414	-1002.7572
ligand_pose_2415	-995.2475
ligand_pose_2416	-561.425
ligand_pose_2417	8540.2364
ligand_pose_2418	405263.7047
ligand_pose_2419	-559.7562
ligand_pose_2420	-813.8064
ligand_pose_2421	-136.6221
ligand_pose_2422	57507.083
ligand_pose_2423	256634.3864
ligand_pose_2424	14453.1125
ligand_pose_2425	10967.179
ligand_pose_2426	-732.4886
ligand_pose_2427	-885.2374
ligand_pose_2428	-972.6531
ligand_pose_2429	-947.8391
ligand_pose_2430	-692.3315
ligand_pose_2431	-793.5742
ligand_pose_2432	-998.3846
ligand_pose_2433	-999.9896
ligand_pose_2434	-583.0512
ligand_pose_2435	8393.8102
ligand_pose_2436	405310.358
ligand_pose_2437	-565.3055
ligand_pose_2438	-816.4622
ligand_pose_2439	107294.4685
ligand_pose_2440	696.8048
ligand_pose_2441	572022.0028
ligand_pose_2442	1042.2303
ligand_pose_2443	7774.3075
ligand_pose_2444	309.1257
ligand_pose_2445	-900.3297
ligand_pose_2446	10741.1386
ligand_pose_2447	4856.9108
ligand_pose_2448	1755.3521
ligand_pose_2449	10534.5107
ligand_pose_2450	204.6944
ligand_pose_2451	1935.833
ligand_pose_2452	-401.3626
ligand_pose_2453	139736.2433
ligand_pose_2454	6803.8055
ligand_pose_2455	3459.8077
ligand_pose_2456	2257.9655
ligand_pose_2457	243.9271
ligand_pose_2458	-672.5222
ligand_pose_2459	-683.9661
ligand_pose_2460	-801.4312
ligand_pose_2461	-886.5386
ligand_pose_2462	10735.7795
ligand_pose_2463	2581.4623
ligand_pose_2464	65.7806
ligand_pose_2465	520515.4979
ligand_pose_2466	7977.6219
ligand_pose_2467	293.7741
ligand_pose_2468	377.579
ligand_pose_2469	7228.4332
ligand_pose_2470	277.3861
ligand_pose_2471	850.4688
ligand_pose_2472	-231.7302
ligand_pose_2473	-973.6468
ligand_pose_2474	-885.8968
ligand_pose_2475	-947.5681
ligand_pose_2476	18430.7374
ligand_pose_2477	23823.7544
ligand_pose_2478	500.0956
ligand_pose_2479	53702.8505
ligand_pose_2480	498.1489
ligand_pose_2481	-884.3931
ligand_pose_2482	649.9724
ligand_pose_2483	-918.0457
ligand_pose_2484	-990.3188
ligand_pose_2485	-930.1269
ligand_pose_2486	-823.2136
ligand_pose_2487	-757.3676
ligand_pose_2488	-268.1881
ligand_pose_2489	-974.9215
ligand_pose_2490	-1009.2637
ligand_pose_2491	-976.0975
ligand_pose_2492	-827.6032
ligand_pose_2493	-906.7597
ligand_pose_2494	-958.7814
ligand_pose_2495	-947.1916
ligand_pose_2496	-965.4635
ligand_pose_2497	-912.8686
ligand_pose_2498	-1016.0134
ligand_pose_2499	-1011.8344
ligand_pose_2500	-1020.5757
ligand_pose_2501	-1001.1147
ligand_pose_2502	-915.1637
ligand_pose_2503	-1020.0062
ligand_pose_2504	-278.0857
ligand_pose_2505	11878.2169
ligand_pose_2506	2481.022
ligand_pose_2507	-939.7612
ligand_pose_2508	-951.1039
ligand_pose_2509	-414.9269
ligand_pose_2510	4231.6
ligand_pose_2511	45425.8138
ligand_pose_2512	-876.4655
ligand_pose_2513	-983.4274
ligand_pose_2514	-967.7491
ligand_pose_2515	-304.2587
ligand_pose_2516	3394.6045
ligand_pose_2517	-651.0412
ligand_pose_2518	227203.6331
ligand_pose_2519	-914.4384
ligand_pose_2520	-852.7335
ligand_pose_2521	-939.1017
ligand_pose_2522	-964.4073
ligand_pose_2523	-1017.4615
ligand_pose_2524	-1010.706
ligand_pose_2525	-979.3535
ligand_pose_2526	-937.0528
ligand_pose_2527	-830.4901
ligand_pose_2528	-759.4607
ligand_pose_2529	-806.7534
ligand_pose_2530	66.5892
ligand_pose_2531	2221.8098
ligand_pose_2532	1569513.6502
ligand_pose_2533	12328.5248
ligand_pose_2534	235953.1916
ligand_pose_2535	4275.7877
ligand_pose_2536	432.1102
ligand_pose_2537	24438.3513
ligand_pose_2538	2301582.2402
ligand_pose_2539	90.2833
ligand_pose_2540	552.5076
ligand_pose_2541	-986.8572
ligand_pose_2542	39804.4976
ligand_pose_2543	1607.6081
ligand_pose_2544	-758.0876
ligand_pose_2545	-741.1233
ligand_pose_2546	-862.9322
ligand_pose_2547	-926.665
ligand_pose_2548	-731.9914
ligand_pose_2549	-1010.2947
ligand_pose_2550	-1017.4128
ligand_pose_2551	8148.4356
ligand_pose_2552	3340588.8163
ligand_pose_2553	1115.2057
ligand_pose_2554	2295.5752
ligand_pose_2555	20554101.8684
ligand_pose_2556	364718.8611
ligand_pose_2557	620142.0324
ligand_pose_2558	10179.749
ligand_pose_2559	60979.1797
ligand_pose_2560	28764105.8319
ligand_pose_2561	12698445664054.104
ligand_pose_2562	15244.8266
ligand_pose_2563	2757.4806
ligand_pose_2564	1100.8295
ligand_pose_2565	-740.7897
ligand_pose_2566	-804.293
ligand_pose_2567	-858.9467
ligand_pose_2568	-856.1171
ligand_pose_2569	-809.027
ligand_pose_2570	-597.1798
ligand_pose_2571	-862.6377
ligand_pose_2572	-859.5261
ligand_pose_2573	2271.5598
ligand_pose_2574	-752.0604
ligand_pose_2575	11935.8159
ligand_pose_2576	592.9093
ligand_pose_2577	254451.0838
ligand_pose_2578	6328.4422
ligand_pose_2579	-357.9784
ligand_pose_2580	-643.5663
ligand_pose_2581	2548.5199
ligand_pose_2582	-458.2845
ligand_pose_2583	304.2714
ligand_pose_2584	-994.1389
ligand_pose_2585	-779.6233
ligand_pose_2586	5803.2272
ligand_pose_2587	469735.0061
ligand_pose_2588	11016.0476
ligand_pose_2589	586.9877
ligand_pose_2590	32066.393
ligand_pose_2591	-4.0409
ligand_pose_2592	-267.6377
ligand_pose_2593	-951.9286
ligand_pose_2594	-820.4265
ligand_pose_2595	-19.0436
ligand_pose_2596	1122.7658
ligand_pose_2597	-811.8294
ligand_pose_2598	-428.9336
ligand_pose_2599	363.6308
ligand_pose_2600	44.6331
ligand_pose_2601	-627.2249
ligand_pose_2602	-791.7765
ligand_pose_2603	-869.7448
ligand_pose_2604	-956.1941
ligand_pose_2605	-992.4619
ligand_pose_2606	-802.8947
ligand_pose_2607	-997.3577
ligand_pose_2608	-953.5504
ligand_pose_2609	-1025.8005
ligand_pose_2610	-918.8664
ligand_pose_2611	-1002.7193
ligand_pose_2612	-1026.3344
ligand_pose_2613	37140.7142
ligand_pose_2614	-807.6663
ligand_pose_2615	646.4634
ligand_pose_2616	2525.6147
ligand_pose_2617	-103.5231
ligand_pose_2618	271204.3695
ligand_pose_2619	4537.3549
ligand_pose_2620	-376.6475
ligand_pose_2621	1646.2041
ligand_pose_2622	87731.3344
ligand_pose_2623	-415.5769
ligand_pose_2624	516.6213
ligand_pose_2625	14499.877
ligand_pose_2626	1472.2032
ligand_pose_2627	93013.4473
ligand_pose_2628	2018.0095
ligand_pose_2629	-563.6356
ligand_pose_2630	83398.0333
ligand_pose_2631	2206.4218
ligand_pose_2632	1071.0635
ligand_pose_2633	-520.2046
ligand_pose_2634	-897.903
ligand_pose_2635	-339.4703
ligand_pose_2636	-890.7095
ligand_pose_2637	-992.4592
ligand_pose_2638	-756.1616
ligand_pose_2639	8918.0197
ligand_pose_2640	1251468.1721
ligand_pose_2641	234.8021
ligand_pose_2642	4404.9167
ligand_pose_2643	19660.8285
ligand_pose_2644	13914.4763
ligand_pose_2645	1733.166
ligand_pose_2646	-963.4905
ligand_pose_2647	-925.2907
ligand_pose_2648	682.8077
ligand_pose_2649	-996.1237
ligand_pose_2650	-998.41
ligand_pose_2651	-799.932
ligand_pose_2652	-806.3205
ligand_pose_2653	420.0227
ligand_pose_2654	-990.541
ligand_pose_2655	-96.3179
ligand_pose_2656	2699.2036
ligand_pose_2657	24106268.7336
ligand_pose_2658	-642.1664
ligand_pose_2659	766.9849
ligand_pose_2660	213.6843
ligand_pose_2661	-981.5623
ligand_pose_2662	-896.9039
ligand_pose_2663	-937.3899
ligand_pose_2664	-924.6576
ligand_pose_2665	-1016.7631
ligand_pose_2666	-1023.7401
ligand_pose_2667	-1006.8591
ligand_pose_2668	-903.6768
ligand_pose_2669	-931.6907
ligand_pose_2670	-1016.9614
ligand_pose_2671	-1019.726
ligand_pose_2672	-1003.8032
ligand_pose_2673	-895.6673
ligand_pose_2674	-260.1561
ligand_pose_2675	-977.7051
ligand_pose_2676	-1018.2543
